POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
1;99;Classified;18;31:59.008;-;-;10;1:46.073;157.9;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Thomas;STRAUVEN;;;BEL;;;;;;;
2;23;Classified;18;31:59.764;+0.756;+0.756;6;1:46.125;157.8;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Jan;PRZYROWSKI;;;POL;;;;;;;
3;22;Classified;18;32:03.577;+4.569;+3.813;10;1:46.498;157.3;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Juan;COTA;;;ESP;;;;;;;
4;4;Classified;18;32:04.872;+5.864;+1.295;5;1:46.490;157.3;MP Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Ean;EYCKMANS;;;BEL;;;;;;;
5;81;Classified;18;32:05.852;+6.844;+0.980;7;1:46.579;157.2;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Noah;MONTEIRO;;;PRT;MOT;;;;;;
6;9;Classified;18;32:06.339;+7.331;+0.487;7;1:46.473;157.3;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;René;LAMMERS;;;NLD;;;;;;;
7;46;Classified;18;32:10.274;+11.266;+3.935;6;1:46.523;157.3;Rodin Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Nathan;TYE;;;GBR;;;;;;;
8;10;Classified;18;32:11.996;+12.988;+1.722;8;1:46.707;157.0;KCL MP Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Niklas;SCHAUFLER;;;AUT;SCF;;;;;;
9;5;Classified;18;32:12.733;+13.725;+0.737;7;1:46.885;156.7;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miguel;COSTA;;;BRA;;;;;;;
10;2;Classified;18;32:13.995;+14.987;+1.262;16;1:46.601;157.1;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Vivek;KANTHAN;;;USA;;;;;;;
11;77;Classified;18;32:19.068;+20.060;+5.073;9;1:46.959;156.6;T-Code by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Andrej;PETROVIC;;;SRB;;;;;;;
12;37;Classified;18;32:19.258;+20.250;+0.190;7;1:46.893;156.7;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
13;25;Classified;18;32:26.136;+27.128;+6.878;16;1:46.871;156.7;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Francisco;MONARCA;;;ARG;MOR;;;;;;
14;91;Classified;18;32:26.914;+27.906;+0.778;16;1:46.945;156.6;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Lorenzo;CAMPOS;;;AGO;;;;;;;
15;55;Classified;18;32:30.888;+31.880;+3.974;13;1:47.088;156.4;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
16;6;Classified;18;32:31.974;+32.966;+1.086;4;1:47.362;156.0;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Sacha;VAN'T PAD BOSCH;;;NLD;;;;;;;
17;19;Classified;18;32:36.225;+37.217;+4.251;6;1:46.754;156.9;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Matus;RYBA;;;SVK;;;;;;;
18;1;Classified;18;32:37.678;+38.670;+1.453;15;1:47.904;155.2;KCL MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Hudson;SCHWARTZ;;;USA;SCW;;;;;;
19;17;Classified;18;32:38.570;+39.562;+0.892;7;1:47.644;155.6;Tecnicar by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
20;71;Classified;18;32:40.801;+41.793;+2.231;6;1:47.589;155.7;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Daniel;DALLAKYAN;;;ARM;DALL;;;;;;
21;24;Classified;18;32:41.822;+42.814;+1.021;7;1:47.382;156.0;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
22;70;Classified;18;32:42.318;+43.310;+0.496;4;1:47.820;155.4;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
23;32;Classified;18;32:47.414;+48.406;+5.096;7;1:47.393;156.0;Tecnicar by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
24;57;Classified;18;32:48.418;+49.410;+1.004;4;1:47.698;155.5;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
25;88;Classified;18;32:52.971;+53.963;+4.553;4;1:47.356;156.0;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Santiago;BAZTARRICA;;;ARG;;;;;;;
26;41;Classified;18;32:54.254;+55.246;+1.283;4;1:47.619;155.6;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
27;39;Classified;18;33:23.878;+1:24.870;+29.624;7;1:47.323;156.1;TC Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Santino;PANETTA;;;ARG;;;;;;;
