POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
1;99;Classified;14;33:17.816;-;-;12;2:07.442;165.0;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Thomas;STRAUVEN;;;BEL;;;;;;;
2;4;Classified;14;33:19.030;+1.214;+1.214;9;2:07.474;165.0;MP Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Ean;EYCKMANS;;;BEL;;;;;;;
3;23;Classified;14;33:22.160;+4.344;+3.130;10;2:07.448;165.0;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Jan;PRZYROWSKI;;;POL;;;;;;;
4;46;Classified;14;33:24.424;+6.608;+2.264;11;2:07.624;164.8;Rodin Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Nathan;TYE;;;GBR;;;;;;;
5;9;Classified;14;33:25.415;+7.599;+0.991;11;2:07.651;164.8;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;René;LAMMERS;;;NLD;;;;;;;
6;33;Classified;14;33:27.667;+9.851;+2.252;11;2:07.943;164.4;Drivex;R;;;Tatuus F4 T -421;;;;;;;;;;;;Christopher;EL FEGHALI;;;LBN;FEG;;;;;;
7;11;Classified;14;33:28.304;+10.488;+0.637;11;2:08.025;164.3;KCL MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Reno;FRANCOT;;;NLD;;;;;;;
8;1;Classified;14;33:29.407;+11.591;+1.103;9;2:08.156;164.1;KCL MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Hudson;SCHWARTZ;;;USA;SCW;;;;;;
9;77;Classified;14;33:30.608;+12.792;+1.201;9;2:08.076;164.2;T-Code by Amtog;;;;Tatuus F4 T -421;;;;;;;;;;;;Andrej;PETROVIC;;;SRB;;;;;;;
10;81;Classified;14;33:30.689;+12.873;+0.081;11;2:08.154;164.1;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Noah;MONTEIRO;;;PRT;MOT;;;;;;
11;5;Classified;14;33:31.619;+13.803;+0.930;11;2:08.162;164.1;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Miguel;COSTA;;;BRA;;;;;;;
12;78;Classified;14;33:33.800;+15.984;+2.181;13;2:08.170;164.1;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Alfio;SPINA;;;ITA;;;;;;;
13;2;Classified;14;33:37.286;+19.470;+3.486;13;2:08.028;164.3;Campos Racing;R;;;Tatuus F4 T -421;;;;;;;;;;;;Vivek;KANTHAN;;;USA;;;;;;;
14;10;Classified;14;33:38.650;+20.834;+1.364;13;2:08.293;163.9;KCL MP Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Niklas;SCHAUFLER;;;AUT;SCF;;;;;;
15;22;Classified;14;33:39.820;+22.004;+1.170;9;2:08.026;164.3;MP Motorsport;;;;Tatuus F4 T -421;;;;;;;;;;;;Juan;COTA;;;ESP;;;;;;;
16;19;Classified;14;33:40.945;+23.129;+1.125;14;2:08.421;163.8;Griffin Core;;;;Tatuus F4 T -421;;;;;;;;;;;;Matus;RYBA;;;SVK;;;;;;;
17;6;Classified;14;33:43.477;+25.661;+2.532;9;2:09.104;162.9;T-Code by Amtog;R;;;Tatuus F4 T -421;;;;;;;;;;;;Sacha;VAN'T PAD BOSCH;;;NLD;;;;;;;
18;48;Classified;14;33:45.653;+27.837;+2.176;14;2:08.781;163.3;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Gino;TRAPPA;;;ARG;;;;;;;
19;25;Classified;14;33:46.507;+28.691;+0.854;9;2:09.061;163.0;Monlau Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Francisco;MONARCA;;;ARG;MOR;;;;;;
20;55;Classified;14;33:46.762;+28.946;+0.255;11;2:09.043;163.0;Rodin Motorsport;R;;;Tatuus F4 T -421;;;;;;;;;;;;Emma;FELBERMAYR;;;AUT;;;;;;;
21;41;Classified;14;33:47.984;+30.168;+1.222;6;2:09.246;162.7;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
22;88;Classified;14;33:48.498;+30.682;+0.514;9;2:09.025;163.0;TC Racing;;;;Tatuus F4 T -421;;;;;;;;;;;;Santiago;BAZTARRICA;;;ARG;;;;;;;
23;71;Classified;14;33:50.126;+32.310;+1.628;9;2:09.246;162.7;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Daniel;DALLAKYAN;;;ARM;DALL;;;;;;
24;37;Classified;14;33:50.183;+32.367;+0.057;8;2:08.694;163.4;Drivex;;;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
25;70;Classified;14;33:51.145;+33.329;+0.962;8;2:09.347;162.6;GRS Team;R;;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
26;15;Classified;14;33:53.825;+36.009;+2.680;10;2:09.593;162.3;DXR;R;;;Tatuus F4 T -421;;;;;;;;;;;;Ricardo;BAPTISTA;;;BRA;;;;;;;
