POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
1;9;Classified;15;28:09.981;-;-;12;1:46.881;145.3;MP Motorsport;;A;;Tatuus F4 T -421;;;;;;;;;;;;René;LAMMERS;;;NLD;;;;;;;
2;99;Classified;15;28:13.351;+3.370;+3.370;12;1:46.953;145.2;Griffin Core;;B;;Tatuus F4 T -421;;;;;;;;;;;;Thomas;STRAUVEN;;;BEL;;;;;;;
3;23;Classified;15;28:13.426;+3.445;+0.075;9;1:46.882;145.3;Griffin Core;;B;;Tatuus F4 T -421;;;;;;;;;;;;Jan;PRZYROWSKI;;;POL;;;;;;;
4;11;Classified;15;28:15.532;+5.551;+2.106;9;1:47.144;144.9;KCL MP Motorsport;;A;;Tatuus F4 T -421;;;;;;;;;;;;Reno;FRANCOT;;;NLD;;;;;;;
5;22;Classified;15;28:17.130;+7.149;+1.598;11;1:47.276;144.7;MP Motorsport;;A;;Tatuus F4 T -421;;;;;;;;;;;;Juan;COTA;;;ESP;;;;;;;
6;81;Classified;15;28:17.605;+7.624;+0.475;10;1:47.270;144.7;Campos Racing;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Noah;MONTEIRO;;;PRT;MOT;;;;;;
7;2;Classified;15;28:18.090;+8.109;+0.485;11;1:47.074;145.0;Campos Racing;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Vivek;KANTHAN;;;USA;;;;;;;
8;1;Classified;15;28:21.690;+11.709;+3.600;13;1:47.206;144.8;KCL MP Motorsport;;A;;Tatuus F4 T -421;;;;;;;;;;;;Hudson;SCHWARTZ;;;USA;SCW;;;;;;
9;33;Classified;15;28:25.351;+15.370;+3.661;7;1:47.365;144.6;Drivex;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Christopher;EL FEGHALI;;;LBN;FEG;;;;;;
10;78;Classified;15;28:27.021;+17.040;+1.670;13;1:47.674;144.2;TC Racing;;A;;Tatuus F4 T -421;;;;;;;;;;;;Alfio;SPINA;;;ITA;;;;;;;
11;77;Classified;15;28:27.840;+17.859;+0.819;8;1:47.302;144.7;T-Code by Amtog;;B;;Tatuus F4 T -421;;;;;;;;;;;;Andrej;PETROVIC;;;SRB;;;;;;;
12;48;Classified;15;28:29.098;+19.117;+1.258;13;1:47.628;144.3;Drivex;;A;;Tatuus F4 T -421;;;;;;;;;;;;Gino;TRAPPA;;;ARG;;;;;;;
13;37;Classified;15;28:29.655;+19.674;+0.557;8;1:47.941;143.8;Drivex;;A;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
14;39;Classified;15;28:31.404;+21.423;+1.749;15;1:47.942;143.8;TC Racing;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Santino;PANETTA;;;ARG;;;;;;;
15;19;Classified;15;28:32.489;+22.508;+1.085;14;1:47.810;144.0;Griffin Core;;B;;Tatuus F4 T -421;;;;;;;;;;;;Matus;RYBA;;;SVK;;;;;;;
16;27;Classified;15;28:34.308;+24.327;+1.819;10;1:47.819;144.0;Monlau Motorsport;;A;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
17;41;Classified;15;28:35.629;+25.648;+1.321;10;1:48.070;143.7;DXR;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
18;88;Classified;15;28:35.870;+25.889;+0.241;11;1:48.098;143.6;TC Racing;;A;;Tatuus F4 T -421;;;;;;;;;;;;Santiago;BAZTARRICA;;;ARG;;;;;;;
19;70;Classified;15;28:36.158;+26.177;+0.288;11;1:47.868;143.9;GRS Team;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
20;6;Classified;15;28:36.924;+26.943;+0.766;11;1:47.984;143.8;T-Code by Amtog;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Sacha;VAN'T PAD BOSCH;;;NLD;;;;;;;
21;10;Classified;15;28:37.751;+27.770;+0.827;8;1:47.392;144.6;KCL MP Motorsport;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Niklas;SCHAUFLER;;;AUT;SCF;;;;;;
22;57;Classified;15;28:38.725;+28.744;+0.974;12;1:48.239;143.4;DXR;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
23;24;Classified;15;28:42.420;+32.439;+3.695;14;1:47.724;144.1;Rodin Motorsport;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
24;32;Classified;15;28:45.966;+35.985;+3.546;14;1:48.549;143.0;Tecnicar by Amtog;;B;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
25;46;Classified;15;28:55.744;+45.763;+9.778;14;1:47.410;144.6;Rodin Motorsport;;B;;Tatuus F4 T -421;;;;;;;;;;;;Nathan;TYE;;;GBR;;;;;;;
26;5;Classified;15;29:10.730;+1:00.749;+14.986;7;1:47.297;144.7;Campos Racing;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Miguel;COSTA;;;BRA;;;;;;;
27;17;Classified;15;29:11.724;+1:01.743;+0.994;15;1:47.794;144.0;Tecnicar by Amtog;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
28;4;Classified;11;21:13.209;4 Laps;4 Laps;7;1:47.476;144.5;MP Motorsport;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Ean;EYCKMANS;;;BEL;;;;;;;
;71;Not classified;9;17:47.894;;;2;1:48.886;142.6;GRS Team;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Daniel;DALLAKYAN;;;ARM;DALL;;;;;;
;25;Not classified;3;7:12.592;;;0;;;Monlau Motorsport;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Francisco;MONARCA;;;ARG;MOR;;;;;;
;91;Not classified;1;2:00.861;;;0;;;Monlau Motorsport;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Lorenzo;CAMPOS;;;AGO;;;;;;;
