POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER_FIRSTNAME;DRIVER_SECONDNAME;DRIVER_LICENSE;DRIVER_HOMETOWN;DRIVER_COUNTRY;DRIVER_SHORTNAME;DRIVER_ECM Driver Id;DRIVER_ECM Country Id;DRIVER_*Extra 3;DRIVER_*Extra 4;DRIVER_*Extra 5;
1;22;10;1:46.072;-;-;146.4;10;MP Motorsport;;A;;Tatuus F4 T -421;;;;;;;;;;;;Juan;COTA;;;ESP;;;;;;;
2;4;8;1:46.170;+0.098;+0.098;146.2;10;MP Motorsport;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Ean;EYCKMANS;;;BEL;;;;;;;
3;9;8;1:46.185;+0.113;+0.015;146.2;9;MP Motorsport;;A;;Tatuus F4 T -421;;;;;;;;;;;;René;LAMMERS;;;NLD;;;;;;;
4;23;9;1:46.215;+0.143;+0.030;146.2;11;Griffin Core;;B;;Tatuus F4 T -421;;;;;;;;;;;;Jan;PRZYROWSKI;;;POL;;;;;;;
5;99;11;1:46.282;+0.210;+0.067;146.1;11;Griffin Core;;B;;Tatuus F4 T -421;;;;;;;;;;;;Thomas;STRAUVEN;;;BEL;;;;;;;
6;77;8;1:46.300;+0.228;+0.018;146.1;11;T-Code by Amtog;;B;;Tatuus F4 T -421;;;;;;;;;;;;Andrej;PETROVIC;;;SRB;;;;;;;
7;81;11;1:46.374;+0.302;+0.074;146.0;11;Campos Racing;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Noah;MONTEIRO;;;PRT;MOT;;;;;;
8;1;10;1:46.389;+0.317;+0.015;145.9;11;KCL MP Motorsport;;A;;Tatuus F4 T -421;;;;;;;;;;;;Hudson;SCHWARTZ;;;USA;SCW;;;;;;
9;2;7;1:46.414;+0.342;+0.025;145.9;11;Campos Racing;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Vivek;KANTHAN;;;USA;;;;;;;
10;46;8;1:46.496;+0.424;+0.082;145.8;10;Rodin Motorsport;;B;;Tatuus F4 T -421;;;;;;;;;;;;Nathan;TYE;;;GBR;;;;;;;
11;5;9;1:46.537;+0.465;+0.041;145.7;11;Campos Racing;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Miguel;COSTA;;;BRA;;;;;;;
12;11;10;1:46.603;+0.531;+0.066;145.7;10;KCL MP Motorsport;;A;;Tatuus F4 T -421;;;;;;;;;;;;Reno;FRANCOT;;;NLD;;;;;;;
13;25;7;1:46.621;+0.549;+0.018;145.6;10;Monlau Motorsport;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Francisco;MONARCA;;;ARG;MOR;;;;;;
14;33;10;1:46.739;+0.667;+0.118;145.5;10;Drivex;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Christopher;EL FEGHALI;;;LBN;FEG;;;;;;
15;37;9;1:46.749;+0.677;+0.010;145.5;9;Drivex;;A;;Tatuus F4 T -421;;;;;;;;;;;;Filippo;FIORENTINO;;;BRA;;;;;;;
16;6;8;1:46.754;+0.682;+0.005;145.4;11;T-Code by Amtog;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Sacha;VAN'T PAD BOSCH;;;NLD;;;;;;;
17;10;10;1:46.758;+0.686;+0.004;145.4;10;KCL MP Motorsport;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Niklas;SCHAUFLER;;;AUT;SCF;;;;;;
18;48;8;1:46.799;+0.727;+0.041;145.4;11;Drivex;;A;;Tatuus F4 T -421;;;;;;;;;;;;Gino;TRAPPA;;;ARG;;;;;;;
19;78;10;1:46.801;+0.729;+0.002;145.4;11;TC Racing;;A;;Tatuus F4 T -421;;;;;;;;;;;;Alfio;SPINA;;;ITA;;;;;;;
20;19;7;1:46.856;+0.784;+0.055;145.3;11;Griffin Core;;B;;Tatuus F4 T -421;;;;;;;;;;;;Matus;RYBA;;;SVK;;;;;;;
21;91;8;1:47.027;+0.955;+0.171;145.1;10;Monlau Motorsport;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Lorenzo;CAMPOS;;;AGO;;;;;;;
22;39;6;1:47.051;+0.979;+0.024;145.0;10;TC Racing;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Santino;PANETTA;;;ARG;;;;;;;
23;41;10;1:47.119;+1.047;+0.068;144.9;11;DXR;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Stepan;SUSLOV;;;SWE;;;;;;;
24;24;7;1:47.185;+1.113;+0.066;144.9;11;Rodin Motorsport;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Kyuho;LEE;;;KOR;;;;;;;
25;17;9;1:47.285;+1.213;+0.100;144.7;11;Tecnicar by Amtog;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Nacho;TUÑON;;;ESP;TUN;;;;;;
26;27;7;1:47.289;+1.217;+0.004;144.7;10;Monlau Motorsport;;A;;Tatuus F4 T -421;;;;;;;;;;;;Alexander;JACOBY;;;BRA;;;;;;;
27;32;8;1:47.391;+1.319;+0.102;144.6;11;Tecnicar by Amtog;;B;;Tatuus F4 T -421;;;;;;;;;;;;Wiktor;DOBRZANSKI;;;POL;;;;;;;
28;88;8;1:47.533;+1.461;+0.142;144.4;11;TC Racing;;A;;Tatuus F4 T -421;;;;;;;;;;;;Santiago;BAZTARRICA;;;ARG;;;;;;;
29;57;5;1:47.596;+1.524;+0.063;144.3;10;DXR;R;A;;Tatuus F4 T -421;;;;;;;;;;;;Kaiden;HIGGINS;;;ARE;;;;;;;
30;71;6;1:47.661;+1.589;+0.065;144.2;11;GRS Team;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Daniel;DALLAKYAN;;;ARM;DALL;;;;;;
31;70;8;1:47.798;+1.726;+0.137;144.0;8;GRS Team;R;B;;Tatuus F4 T -421;;;;;;;;;;;;Aleksandar;BOGUNOVIC;;;SVN;;;;;;;
